0.00035	0.000348592	0.000347194	0.000345808	0.000344433	0.000343069	0.000341716	0.000340373	0.000339041	0.000337719	0.000336408	0.000335106	0.000333815	0.000332534	0.000331262	0.00033	0.000328748	0.000327505	0.000326271	0.000325047	0.000323832	0.000322626	0.000321429	0.00032024	0.000319061	0.00031789	0.000316728	0.000315574	0.000314428	0.000313291	0.000312162	0.000311041	0.000309928	0.000308824	0.000307726	0.000306637	0.000305556	0.000304482	0.000303415	0.000302356	0.000301304	0.00030026	0.000299223	0.000298193	0.00029717	0.000296154	0.000295145	0.000294143	0.000293147	0.000292159	0.000291176	0.000290201	0.000289232	0.00028827	0.000287313	0.000286364	0.00028542	0.000284483	0.000283552	0.000282626	0.000281707	0.000280794	0.000279887	0.000278986	0.00027809	0.0002772	0.000276316	0.000275437	0.000274564	0.000273697	0.000272835	0.000271978	0.000271127	0.000270281	0.00026944	0.000268605	0.000267774	0.000266949	0.000266129	0.000265314	0.000264504	0.000263699	0.000262898	0.000262103	0.000261312	0.000260526	0.000259745	0.000258969	0.000258197	0.000257429	0.000256667	0.000255908	0.000255155	0.000254405	0.00025366	0.00025292	0.000252183	0.000251451	0.000250724	0.00025
0.325522	0.330533	0.334821	0.338282	0.340829	0.342396	0.342943	0.342464	0.340982	0.338557	0.335283	0.33128	0.326694	0.321688	0.316434	0.311108	0.305882	0.300918	0.296367	0.292359	0.289004	0.286387	0.284571	0.283589	0.283448	0.284129	0.285591	0.287768	0.290575	0.293914	0.297674	0.301738	0.305986	0.310301	0.31457	0.318691	0.322572	0.326135	0.329315	0.332066	0.334356	0.336168	0.337505	0.338379	0.33882	0.338867	0.338569	0.33798	0.33716	0.336168	0.335065	0.333908	0.332749	0.331637	0.330612	0.329709	0.328954	0.328368	0.327961	0.327737	0.327693	0.32782	0.328101	0.328518	0.329048	0.329666	0.330348	0.33107	0.331808	0.332542	0.333255	0.333932	0.334562	0.335136	0.33565	0.336104	0.336499	0.336842	0.337139	0.337401	0.337641	0.33787	0.338103	0.338351	0.338625	0.338933	0.339281	0.339674	0.340111	0.340591	0.341112	0.341668	0.342253	0.34286	0.34348	0.344099	0.344702	0.345265	0.345758	0.346141
0.392279	0.397125	0.401653	0.405767	0.409375	0.412398	0.414773	0.416461	0.417448	0.41775	0.41741	0.416498	0.415106	0.413342	0.411325	0.409177	0.407017	0.404956	0.403095	0.401516	0.400284	0.399444	0.399017	0.399003	0.399377	0.400097	0.401096	0.402293	0.403593	0.404893	0.406084	0.407059	0.407717	0.407966	0.407729	0.406946	0.405576	0.4036	0.401019	0.397857	0.39416	0.389991	0.385433	0.380584	0.375551	0.370451	0.365404	0.36053	0.355942	0.351744	0.348027	0.344867	0.342323	0.34043	0.339208	0.338651	0.338736	0.339419	0.340638	0.342313	0.344353	0.346654	0.349105	0.351592	0.353999	0.356215	0.358135	0.359662	0.360716	0.361227	0.361143	0.36043	0.359068	0.357057	0.354414	0.351169	0.347368	0.343072	0.338348	0.333276	0.327938	0.322418	0.316803	0.311172	0.305602	0.300157	0.294895	0.28986	0.285086	0.280593	0.27639	0.272474	0.26883	0.265435	0.262255	0.259251	0.256374	0.253566	0.250768	0.247912
0.449735	0.453566	0.456256	0.45778	0.458136	0.457347	0.455466	0.452576	0.448788	0.444245	0.439109	0.433563	0.427797	0.422004	0.416369	0.41106	0.406226	0.401989	0.398443	0.39565	0.393643	0.392422	0.391961	0.392207	0.393085	0.394502	0.396348	0.398506	0.400854	0.403272	0.405644	0.407869	0.409859	0.411546	0.412883	0.413846	0.414435	0.414669	0.414588	0.414249	0.413724	0.413094	0.412447	0.411873	0.41146	0.41129	0.411435	0.411953	0.412883	0.414247	0.416044	0.418251	0.420824	0.423699	0.426794	0.430011	0.433243	0.436373	0.439279	0.441841	0.443942	0.445474	0.446339	0.446456	0.445764	0.444221	0.441811	0.438543	0.434449	0.429586	0.424035	0.417892	0.411275	0.40431	0.397134	0.389887	0.382711	0.375745	0.369118	0.362948	0.357338	0.352374	0.348118	0.344611	0.341868	0.33988	0.338614	0.338011	0.337994	0.338468	0.339323	0.340437	0.341685	0.342937	0.344065	0.344946	0.345463	0.345505	0.344973	0.343776
0.218575	0.215937	0.213463	0.211187	0.209146	0.207384	0.205949	0.204893	0.204272	0.204146	0.20457	0.205597	0.207267	0.209613	0.212646	0.216362	0.220734	0.225713	0.231231	0.237195	0.243498	0.250014	0.256607	0.263133	0.269446	0.275397	0.280846	0.285661	0.289726	0.292941	0.29523	0.296542	0.296855	0.296177	0.294546	0.292028	0.28872	0.284741	0.280235	0.275359	0.270288	0.265199	0.260277	0.2557	0.251638	0.248249	0.245669	0.244013	0.243367	0.243786	0.245295	0.247883	0.251507	0.256091	0.261529	0.267689	0.274415	0.281531	0.288849	0.296173	0.303302	0.310039	0.316198	0.321603	0.326099	0.329558	0.331876	0.332982	0.332841	0.33145	0.328844	0.325088	0.320285	0.314564	0.308081	0.301014	0.293559	0.285925	0.278325	0.270977	0.264091	0.257867	0.252488	0.248118	0.244892	0.242916	0.242263	0.24297	0.24504	0.248439	0.253097	0.258913	0.265754	0.273462	0.281856	0.290736	0.299885	0.309076	0.318073	0.326635
0.188451	0.189699	0.190887	0.191977	0.192937	0.193742	0.194379	0.194847	0.195155	0.195326	0.195389	0.195383	0.195346	0.19532	0.195341	0.195439	0.195635	0.19594	0.196354	0.196865	0.197452	0.198083	0.198722	0.199325	0.199848	0.200245	0.200471	0.200487	0.20026	0.199766	0.198988	0.197925	0.196585	0.194989	0.19317	0.191171	0.189044	0.186849	0.184647	0.182502	0.180478	0.178633	0.17702	0.175683	0.174657	0.173963	0.173611	0.173597	0.173903	0.174497	0.175337	0.176369	0.177532	0.178757	0.179974	0.18111	0.182098	0.182871	0.183374	0.183559	0.183388	0.18284	0.181903	0.180583	0.1789	0.176885	0.174586	0.172062	0.169379	0.166614	0.163849	0.161166	0.158649	0.156379	0.15443	0.152869	0.151752	0.151126	0.151021	0.151456	0.152434	0.153943	0.155958	0.158438	0.161331	0.164573	0.168094	0.171813	0.175647	0.179512	0.183324	0.187002	0.190472	0.193667	0.196528	0.199008	0.201066	0.202674	0.203808	0.204452
0.167494	0.164765	0.161589	0.15808	0.154369	0.150607	0.146954	0.143579	0.140652	0.138336	0.136785	0.136133	0.136489	0.137937	0.140524	0.144267	0.149146	0.155106	0.162064	0.169904	0.17849	0.187663	0.197256	0.207091	0.21699	0.22678	0.236299	0.245395	0.253939	0.26182	0.268952	0.275275	0.280755	0.285384	0.289179	0.292179	0.294445	0.296052	0.297088	0.297648	0.297832	0.29774	0.297469	0.297106	0.296731	0.296411	0.296198	0.296127	0.29622	0.296479	0.296894	0.297437	0.298072	0.298751	0.299419	0.30002	0.300494	0.300786	0.300842	0.300619	0.300078	0.299195	0.297954	0.296352	0.2944	0.29212	0.289546	0.286724	0.283708	0.280561	0.277348	0.274139	0.271004	0.268008	0.265214	0.262678	0.260448	0.258562	0.257048	0.255923	0.25519	0.254843	0.254862	0.255217	0.255867	0.256761	0.25784	0.259042	0.260297	0.261536	0.262688	0.263687	0.264468	0.264976	0.265159	0.264974	0.264384	0.263357	0.261866	0.259888
0.407471	0.411555	0.415649	0.419562	0.423107	0.426109	0.428418	0.429922	0.430552	0.430288	0.429163	0.427255	0.424689	0.421624	0.418245	0.41475	0.411342	0.40822	0.405565	0.403534	0.402255	0.401817	0.402269	0.403617	0.405822	0.408803	0.412437	0.416571	0.421019	0.425579	0.430036	0.434175	0.437788	0.440687	0.442707	0.443717	0.443624	0.442377	0.439968	0.436433	0.43185	0.426339	0.420054	0.413179	0.405922	0.398503	0.391151	0.384092	0.377541	0.371693	0.366718	0.362754	0.3599	0.358217	0.357725	0.358401	0.360181	0.362964	0.366615	0.370967	0.375833	0.381008	0.386279	0.391429	0.396248	0.400542	0.404133	0.40687	0.408635	0.409341	0.408938	0.407413	0.404789	0.401125	0.39651	0.391064	0.384928	0.378264	0.371244	0.364047	0.356853	0.349832	0.343144	0.336928	0.3313	0.326349	0.322133	0.318681	0.315988	0.31402	0.312714	0.311982	0.311713	0.31178	0.312045	0.312357	0.312566	0.312519	0.312066	0.311063
0.197961	0.193114	0.189951	0.188422	0.188417	0.18978	0.192312	0.195792	0.199985	0.204654	0.209569	0.21452	0.219322	0.223822	0.227898	0.231465	0.234475	0.23691	0.238787	0.240147	0.241058	0.241602	0.241877	0.241986	0.242033	0.242117	0.24233	0.242748	0.243431	0.244423	0.245747	0.247409	0.249398	0.251687	0.254236	0.256996	0.259911	0.26292	0.265964	0.268983	0.271927	0.274749	0.277415	0.2799	0.28219	0.284282	0.286186	0.287918	0.289501	0.290964	0.292337	0.293651	0.294932	0.296203	0.29748	0.29877	0.30007	0.301369	0.302642	0.303855	0.304966	0.30592	0.30666	0.307124	0.307248	0.306972	0.30624	0.305005	0.303233	0.300901	0.298004	0.294554	0.290579	0.286128	0.281267	0.27608	0.270666	0.26514	0.259625	0.254253	0.24916	0.244479	0.240341	0.236865	0.234156	0.232303	0.231373	0.231409	0.232428	0.234421	0.237349	0.241147	0.245724	0.250965	0.256732	0.262869	0.2692	0.275537	0.281681	0.287423
0.357561	0.352215	0.347492	0.343546	0.340481	0.338352	0.337166	0.336887	0.337441	0.338725	0.340608	0.342941	0.345566	0.348319	0.351036	0.353564	0.35576	0.357504	0.358695	0.359263	0.359165	0.358391	0.356962	0.354925	0.352356	0.349349	0.346015	0.342476	0.338858	0.335287	0.331884	0.328759	0.326008	0.323711	0.321926	0.320691	0.320021	0.319908	0.320324	0.321222	0.322538	0.324197	0.326117	0.32821	0.330391	0.332578	0.3347	0.336696	0.338521	0.340147	0.341561	0.342771	0.343803	0.344698	0.345514	0.346321	0.347198	0.34823	0.349504	0.351103	0.353103	0.355571	0.358556	0.362094	0.366198	0.370861	0.376053	0.381725	0.387804	0.394197	0.400797	0.407478	0.414106	0.420538	0.426628	0.432231	0.437209	0.441434	0.444793	0.44719	0.448554	0.448834	0.448006	0.446072	0.44306	0.43902	0.43403	0.428186	0.421604	0.414419	0.406775	0.398829	0.390741	0.382671	0.374773	0.367192	0.360054	0.353464	0.347503	0.342218
