0.00027500,0.00027600,0.00027700,0.00027800,0.00027900,0.00028000,0.00028100,0.00028200,0.00028300,0.00028400,0.00028500,0.00028600,0.00028700,0.00028800,0.00028900,0.00029000,0.00029100,0.00029200,0.00029300,0.00029400,0.00029500,0.00029600,0.00029700,0.00029800,0.00029900,0.00030000,0.00030100,0.00030200,0.00030300,0.00030400,0.00030500,0.00030600,0.00030700,0.00030800,0.00030900,0.00031000,0.00031100,0.00031200,0.00031300,0.00031400,0.00031500,0.00031600,0.00031700,0.00031800,0.00031900,0.00032000,0.00032100,0.00032200,0.00032300,0.00032400,0.00032500
0.20105054,0.20479144,0.20798409,0.21348538,0.21770410,0.21103580,0.19045398,0.16443146,0.14344168,0.13126519,0.12597829,0.12409545,0.12246399,0.11924710,0.11463275,0.11025031,0.10790967,0.10864111,0.11211761,0.11703857,0.12267429,0.12967904,0.13870467,0.14862493,0.15682368,0.16087980,0.15944919,0.15220505,0.14007015,0.12545941,0.11126034,0.09904165,0.08854529,0.07906780,0.07092609,0.06528584,0.06285471,0.06316938,0.06517224,0.06823421,0.07255189,0.07870889,0.08691585,0.09651908,0.10608751,0.11403335,0.11936980,0.12207080,0.12280794,0.12239346,0.12146917
0.13767133,0.13861284,0.13331134,0.12842999,0.12820278,0.13319560,0.14010667,0.14445212,0.14657739,0.14994783,0.15195819,0.14495191,0.12860357,0.11248458,0.10396339,0.10131766,0.10049225,0.10128337,0.10440184,0.10789109,0.10911695,0.10746955,0.10393969,0.10011337,0.09806927,0.09946081,0.10398438,0.10945817,0.11348540,0.11472684,0.11316101,0.10989577,0.10645511,0.10361617,0.10102772,0.09821683,0.09560174,0.09417058,0.09457838,0.09703607,0.10169835,0.10840749,0.11603623,0.12274833,0.12732352,0.13013507,0.13280624,0.13715835,0.14444103,0.15490342,0.16738429
0.32134921,0.33688480,0.34763831,0.34280454,0.32384543,0.30140620,0.28426716,0.27410583,0.26922883,0.26909899,0.27349446,0.27925957,0.28064400,0.27396442,0.26183435,0.25258825,0.25513180,0.27320279,0.30308020,0.33583792,0.36195033,0.37493628,0.37237454,0.35517217,0.32686001,0.29338166,0.26230141,0.24060038,0.23191809,0.23511584,0.24516238,0.25557456,0.26081579,0.25768906,0.24579453,0.22742804,0.20693839,0.18938987,0.17880970,0.17685295,0.18267523,0.19406793,0.20906710,0.22695287,0.24799317,0.27213396,0.29756994,0.32031094,0.33532604,0.33883741,0.33045700
0.27322649,0.27208681,0.26670946,0.25837208,0.24844282,0.23681178,0.22522710,0.21753029,0.21680300,0.22276315,0.23183036,0.23904353,0.24071949,0.23874239,0.23978886,0.24576497,0.25018971,0.24839639,0.24426312,0.24353653,0.24789417,0.25670341,0.26739577,0.27474809,0.27535332,0.27110447,0.26617137,0.26380079,0.26610181,0.27341887,0.28388118,0.29482267,0.30434225,0.31213488,0.31906214,0.32457151,0.32526538,0.31791441,0.30294557,0.28378058,0.26426575,0.24759049,0.23623895,0.23188806,0.23488364,0.24314099,0.25223983,0.25812806,0.25946070,0.25659519,0.24984261
0.15568938,0.14909409,0.13541781,0.12218093,0.11800724,0.12664881,0.14480451,0.16487649,0.18042429,0.19010097,0.19667016,0.20219784,0.20479258,0.20076881,0.18980795,0.17706323,0.16956968,0.17049647,0.17667284,0.18113696,0.17794525,0.16545555,0.14649095,0.12624741,0.10967088,0.09959732,0.09621167,0.09777063,0.10203296,0.10754094,0.11403357,0.12186325,0.13096880,0.14023722,0.14775668,0.15179135,0.15181473,0.14895733,0.14565303,0.14472044,0.14830762,0.15708045,0.16991228,0.18420323,0.19675939,0.20489608,0.20726655,0.20404925,0.19651461,0.18635284,0.17519276
0.16911010,0.20195599,0.23380714,0.25679670,0.26723381,0.26593928,0.25570919,0.23987180,0.22252526,0.20799294,0.19866990,0.19354692,0.18944172,0.18385059,0.17667653,0.16971935,0.16520640,0.16492431,0.17000773,0.18050950,0.19459214,0.20831021,0.21686712,0.21690069,0.20822304,0.19373457,0.17768667,0.16369074,0.15378029,0.14867905,0.14843125,0.15259556,0.16000763,0.16869417,0.17632761,0.18102861,0.18205372,0.18010920,0.17728206,0.17654606,0.18071620,0.19100696,0.20591309,0.22133499,0.23223431,0.23498796,0.22897891,0.21646010,0.20098506,0.18565349,0.17230939
0.09893556,0.11136051,0.11532791,0.11255250,0.10536946,0.09436663,0.08163253,0.07152896,0.06687572,0.06681480,0.06882711,0.07107921,0.07282135,0.07406928,0.07521162,0.07626901,0.07671319,0.07648982,0.07677161,0.07909037,0.08395926,0.09064023,0.09774372,0.10357235,0.10644657,0.10564994,0.10220655,0.09824568,0.09541731,0.09408061,0.09383807,0.09427456,0.09495567,0.09516462,0.09418372,0.09188085,0.08876380,0.08539027,0.08187978,0.07805419,0.07389702,0.06974543,0.06609727,0.06334452,0.06166303,0.06102539,0.06126068,0.06216334,0.06359868,0.06545924,0.06744894
0.24190706,0.23282132,0.22117375,0.21117958,0.20871246,0.21432039,0.22181066,0.22401329,0.21926582,0.21211935,0.20835559,0.20963385,0.21242181,0.21143616,0.20415699,0.19262283,0.18133916,0.17350144,0.16906493,0.16622887,0.16445047,0.16567189,0.17254233,0.18569870,0.20299860,0.22122696,0.23811780,0.25257042,0.26338153,0.26862375,0.26690459,0.25931765,0.24980089,0.24307730,0.24176314,0.24507642,0.25010787,0.25438772,0.25757458,0.26110837,0.26644666,0.27347540,0.28027224,0.28423178,0.28365073,0.27875156,0.27164051,0.26536217,0.26263190,0.26486076,0.27181503
0.20048982,0.21339651,0.22255654,0.21685555,0.19819779,0.17859299,0.16774525,0.16682178,0.17168767,0.17773366,0.18214280,0.18512025,0.18956963,0.19751914,0.20672682,0.21271816,0.21423116,0.21433892,0.21533114,0.21473236,0.20857508,0.19780454,0.18912954,0.18890949,0.19745240,0.20998808,0.22212685,0.23310663,0.24413378,0.25519401,0.26440703,0.26989971,0.27125199,0.26887884,0.26261286,0.25148118,0.23493769,0.21415097,0.19209475,0.17246908,0.15834361,0.15131872,0.15147063,0.15791108,0.16951532,0.18526244,0.20389289,0.22322738,0.23999163,0.25073351,0.25346254
