0.00035000,0.00034859,0.00034719,0.00034581,0.00034443,0.00034307,0.00034172,0.00034037,0.00033904,0.00033772,0.00033641,0.00033511,0.00033382,0.00033253,0.00033126,0.00033000,0.00032875,0.00032750,0.00032627,0.00032505,0.00032383,0.00032263,0.00032143,0.00032024,0.00031906,0.00031789,0.00031673,0.00031557,0.00031443,0.00031329,0.00031216,0.00031104,0.00030993,0.00030882,0.00030773,0.00030664,0.00030556,0.00030448,0.00030342,0.00030236,0.00030130,0.00030026,0.00029922,0.00029819,0.00029717,0.00029615,0.00029514,0.00029414,0.00029315,0.00029216,0.00029118,0.00029020,0.00028923,0.00028827,0.00028731,0.00028636,0.00028542,0.00028448,0.00028355,0.00028263,0.00028171,0.00028079,0.00027989,0.00027899,0.00027809,0.00027720,0.00027632,0.00027544,0.00027456,0.00027370,0.00027283,0.00027198,0.00027113,0.00027028,0.00026944,0.00026860,0.00026777,0.00026695,0.00026613,0.00026531,0.00026450,0.00026370,0.00026290,0.00026210,0.00026131,0.00026053,0.00025975,0.00025897,0.00025820,0.00025743,0.00025667,0.00025591,0.00025515,0.00025441,0.00025366,0.00025292,0.00025218,0.00025145,0.00025072,0.00025000
0.30742944
0.30368112
0.29982646
0.29594027
0.29207824
0.28827875
0.28456564
0.28095164
0.27744182
0.27403660
0.27073423
0.26753250
0.26442975
0.26142548
0.25852069
0.25571814
0.25302270
0.25044161
0.24798476
0.24566462
0.24349577
0.24149394
0.23967454
0.23805082
0.23663194
0.23542096
0.23441329
0.23359550
0.23294466
0.23242838
0.23200533
0.23162640
0.23123615
0.23077468
0.23017972
0.22938880
0.22834156
0.22698208
0.22526125
0.22313910
0.22058700
0.21758981
0.21414749
0.21027642
0.20601000
0.20139868
0.19650918
0.19142327
0.18623584
0.18105269
0.17598789
0.17116089
0.16669346
0.16270635
0.15931602
0.15663119
0.15474964
0.15375515
0.15371487
0.15467710
0.15666966
0.15969879
0.16374869
0.16878169
0.17473900
0.18154210
0.18909467
0.19728498
0.20598872
0.21507212
0.22439524
0.23381536
0.24319045
0.25238249
0.26126076
0.26970486
0.27760749
0.28487682
0.29143835
0.29723627
0.30223411
0.30641475
0.30977982
0.31234851
0.31415588
0.31525084
0.31569380
0.31555423
0.31490812
0.31383544
0.31241757
0.31073476
0.30886350
0.30687388
0.30482690
0.30277168
0.30074282
0.29875799
0.29681598
0.29489557
0.14089060
0.13387271
0.12554160
0.11620766
0.10622033
0.09595567
0.08580295
0.07615045
0.06737073
0.05980605
0.05375465
0.04945890
0.04709590
0.04677111
0.04851506
0.05228308
0.05795798
0.06535527
0.07423079
0.08429052
0.09520204
0.10660736
0.11813647
0.12942086
0.14010661
0.14986632
0.15840970
0.16549248
0.17092358
0.17457042
0.17636226
0.17629144
0.17441237
0.17083846
0.16573688
0.15932152
0.15184467
0.14358759
0.13485061
0.12594316
0.11717379
0.10884081
0.10122343
0.09457384
0.08911036
0.08501188
0.08241374
0.08140519
0.08202837
0.08427883
0.08810747
0.09342375
0.10009994
0.10797635
0.11686724
0.12656725
0.13685803
0.14751500
0.15831379
0.16903632
0.17947632
0.18944409
0.19877058
0.20731055
0.21494500
0.22158263
0.22716043
0.23164343
0.23502358
0.23731779
0.23856546
0.23882537
0.23817234
0.23669368
0.23448565
0.23165003
0.22829089
0.22451162
0.22041231
0.21608742
0.21162392
0.20709979
0.20258300
0.19813093
0.19379030
0.18959753
0.18557953
0.18175481
0.17813497
0.17472621
0.17153103
0.16854979
0.16578203
0.16322759
0.16088716
0.15876251
0.15685620
0.15517089
0.15370833
0.15246827
0.18606080
0.18150363
0.17796428
0.17549173
0.17409862
0.17376452
0.17444001
0.17605115
0.17850435
0.18169111
0.18549270
0.18978441
0.19443941
0.19933200
0.20434045
0.20934944
0.21425212
0.21895204
0.22336484
0.22741967
0.23106031
0.23424584
0.23695070
0.23916424
0.24088969
0.24214272
0.24294967
0.24334580
0.24337347
0.24308050
0.24251878
0.24174296
0.24080934
0.23977479
0.23869586
0.23762780
0.23662387
0.23573469
0.23500786
0.23448773
0.23421547
0.23422925
0.23456443
0.23525387
0.23632804
0.23781499
0.23974018
0.24212606
0.24499154
0.24835137
0.25221541
0.25658794
0.26146702
0.26684384
0.27270214
0.27901769
0.28575786
0.29288116
0.30033708
0.30806589
0.31599887
0.32405869
0.33216020
0.34021154
0.34811569
0.35577219
0.36307919
0.36993561
0.37624329
0.38190909
0.38684696
0.39097975
0.39424102
0.39657663
0.39794621
0.39832449
0.39770232
0.39608744
0.39350481
0.38999643
0.38562063
0.38045092
0.37457417
0.36808857
0.36110117
0.35372529
0.34607786
0.33827678
0.33043840
0.32267507
0.31509283
0.30778916
0.30085081
0.29435159
0.28835025
0.28288840
0.27798863
0.27365284
0.26986117
0.26657150
0.09055314
0.08686496
0.08349900
0.08050865
0.07794186
0.07584077
0.07424136
0.07317281
0.07265689
0.07270722
0.07332868
0.07451696
0.07625848
0.07853056
0.08130198
0.08453384
0.08818067
0.09219177
0.09651272
0.10108705
0.10585782
0.11076923
0.11576800
0.12080444
0.12583326
0.13081401
0.13571124
0.14049449
0.14513810
0.14962099
0.15392638
0.15804154
0.16195740
0.16566815
0.16917074
0.17246435
0.17554984
0.17842929
0.18110564
0.18358257
0.18586447
0.18795669
0.18986571
0.19159953
0.19316782
0.19458207
0.19585555
0.19700315
0.19804113
0.19898674
0.19985792
0.20067287
0.20144962
0.20220563
0.20295725
0.20371912
0.20450362
0.20532011
0.20617441
0.20706822
0.20799875
0.20895852
0.20993536
0.21091260
0.21186954
0.21278193
0.21362271
0.21436279
0.21497183
0.21541914
0.21567455
0.21570928
0.21549684
0.21501391
0.21424123
0.21316437
0.21177445
0.21006866
0.20805058
0.20573028
0.20312408
0.20025416
0.19714791
0.19383720
0.19035750
0.18674711
0.18304630
0.17929660
0.17554008
0.17181874
