0.00035000,0.00034717,0.00034438,0.00034163,0.00033893,0.00033627,0.00033366,0.00033108,0.00032854,0.00032605,0.00032358,0.00032116,0.00031877,0.00031642,0.00031410,0.00031182,0.00030957,0.00030735,0.00030516,0.00030300,0.00030088,0.00029878,0.00029671,0.00029467,0.00029266,0.00029068,0.00028872,0.00028679,0.00028488,0.00028300,0.00028115,0.00027932,0.00027751,0.00027572,0.00027396,0.00027222,0.00027050,0.00026881,0.00026713,0.00026548,0.00026385,0.00026223,0.00026064,0.00025906,0.00025751,0.00025597,0.00025445,0.00025295,0.00025147,0.00025000
0.45045308,0.45576929,0.45412610,0.42652846,0.44318841,0.45146032,0.45153610,0.44828496,0.44844053,0.43876540,0.43498228,0.44559953,0.45311996,0.45612865,0.45468071,0.44464903,0.42339010,0.41687637,0.44678922,0.45904563,0.46380230,0.46678305,0.46636163,0.46648569,0.46777230,0.45157514,0.45864726,0.46139038,0.45903739,0.45940102,0.46418439,0.47055603,0.47311907,0.45804999,0.42271571,0.39592698,0.37509010,0.37332962,0.38598972,0.39125357,0.40322691,0.42075035,0.44147450,0.45648954,0.44709996,0.37974753,0.37392195,0.38171022,0.38200957,0.37931744
0.44903057,0.45658683,0.45420238,0.42594399,0.44257953,0.45163557,0.45180757,0.44747797,0.44785689,0.43752651,0.43170624,0.44146145,0.44836118,0.45169229,0.45223297,0.44437129,0.42365815,0.40999661,0.43696252,0.45142254,0.45891678,0.46333462,0.46334490,0.46542922,0.46881081,0.45256922,0.45950743,0.46338098,0.46051678,0.45689108,0.46041163,0.46977073,0.47512044,0.45937702,0.41952521,0.38971239,0.36092724,0.38556390,0.40813310,0.40781223,0.41319581,0.42902617,0.44945835,0.46173387,0.44680484,0.37801008,0.37188811,0.38569829,0.38592468,0.38238419
0.45056330,0.45471232,0.44910883,0.42434981,0.44400961,0.45282834,0.45291141,0.44877414,0.45041032,0.44180421,0.43030856,0.43958419,0.44808853,0.45204274,0.45185392,0.44459394,0.42466881,0.41052976,0.43747638,0.45159154,0.45888450,0.46276473,0.46076542,0.46225397,0.47021275,0.46979276,0.46412413,0.45877007,0.45522273,0.45272623,0.45566144,0.46435051,0.47266247,0.47127201,0.43167159,0.37004613,0.34852508,0.37896331,0.40314317,0.39952823,0.40321273,0.41931333,0.44185828,0.45725068,0.44794118,0.37954051,0.36840663,0.38342979,0.38864767,0.38516107
0.45284719,0.45126110,0.44287187,0.41765197,0.44399235,0.45821183,0.45915975,0.45191268,0.44775948,0.43937496,0.42956853,0.43937841,0.44703960,0.44941260,0.44712868,0.43803429,0.41778387,0.40610336,0.44166231,0.45795875,0.46445013,0.46676348,0.46336518,0.46345187,0.46976501,0.47083854,0.46732048,0.45961654,0.45494988,0.45175826,0.45549760,0.46481176,0.47326252,0.47349681,0.43896608,0.37097336,0.34317024,0.37693141,0.40540704,0.39903474,0.40117130,0.41581851,0.43764805,0.45653218,0.45298024,0.38798990,0.36799494,0.38749537,0.39206635,0.38936100
0.41342709,0.41930891,0.41823231,0.39931362,0.42124044,0.43603233,0.44159457,0.44243850,0.42560242,0.40725786,0.39082155,0.40071018,0.41726176,0.42647322,0.42355710,0.40833693,0.38494460,0.36307289,0.38008710,0.39707970,0.40531519,0.40046357,0.38442539,0.38284485,0.39670483,0.41001252,0.42309694,0.43712864,0.44641032,0.44519912,0.44146674,0.44097082,0.44096868,0.44140921,0.42146342,0.37975713,0.37056536,0.40132939,0.41401977,0.38498659,0.36786109,0.37284910,0.39558673,0.42233929,0.42678738,0.37737109,0.32947490,0.34357339,0.35370554,0.35583123
0.41331565,0.41608654,0.41339772,0.39724460,0.42073326,0.43686041,0.44241208,0.44290567,0.42693580,0.40709278,0.39034946,0.40091272,0.41715725,0.42549462,0.42201203,0.40710586,0.38463303,0.36287938,0.38062131,0.39789440,0.40643161,0.40224016,0.38663796,0.38458295,0.39760845,0.40966455,0.42289738,0.43849332,0.44762570,0.44583738,0.44480297,0.44655503,0.44608196,0.44208095,0.41706144,0.37279712,0.36757058,0.40741500,0.41965365,0.38610150,0.36743793,0.37585560,0.39924380,0.41977474,0.41155260,0.35976505,0.32734405,0.33885861,0.35017358,0.35819505
0.41653123,0.41737383,0.41034104,0.40398095,0.43016868,0.44515034,0.44911107,0.44511592,0.41557855,0.38288241,0.36886230,0.39012536,0.41115540,0.42310284,0.42237942,0.40854741,0.38507105,0.35912678,0.38018843,0.39848785,0.40569753,0.40063716,0.38571807,0.38537818,0.40122577,0.41522191,0.42565077,0.44410006,0.45810078,0.45843168,0.45966793,0.46074598,0.45688010,0.45054197,0.42504235,0.38186079,0.38050576,0.41457447,0.43347689,0.40786719,0.39352441,0.40281188,0.42329567,0.43547790,0.41105870,0.35440461,0.32964213,0.35110438,0.36769679,0.37834809
0.41758753,0.41591159,0.40443798,0.39291303,0.41545940,0.42986772,0.43504887,0.43530759,0.42680369,0.39333425,0.37771952,0.39698234,0.41443495,0.42291037,0.42056509,0.40797095,0.38561822,0.35169174,0.37114812,0.39070422,0.40074539,0.40032057,0.38761682,0.38810121,0.40680850,0.42358367,0.43652255,0.45618260,0.46545445,0.45506293,0.44707144,0.44386647,0.44137402,0.43763687,0.41642173,0.37579922,0.35895104,0.39611356,0.41758885,0.37563587,0.35829362,0.37516956,0.40283941,0.42057742,0.40283839,0.35682120,0.33254320,0.35202072,0.35419752,0.36152420
0.41574784,0.41009053,0.39997722,0.38801648,0.41066314,0.42448011,0.42735932,0.42056792,0.40164089,0.37661953,0.36867277,0.38890270,0.40359564,0.40975396,0.40883652,0.39964332,0.37720610,0.34311566,0.36923010,0.39520207,0.40448988,0.39879448,0.38286164,0.38163107,0.39649686,0.41015466,0.41940981,0.43686242,0.45510093,0.44975350,0.44017339,0.44332162,0.45141496,0.44868336,0.42137262,0.37506313,0.35524085,0.39606509,0.42343674,0.38482929,0.35757720,0.36973065,0.40124924,0.42744507,0.41623768,0.37038622,0.33143565,0.34625256,0.35260010,0.36050570
0.41592622,0.41024094,0.40024297,0.38779292,0.41073364,0.42470152,0.42755092,0.42042959,0.40148518,0.37687191,0.36896508,0.38909184,0.40299022,0.40902909,0.40904960,0.40037834,0.37776007,0.34243797,0.36967724,0.39688726,0.40596592,0.39941978,0.38244833,0.37966643,0.39311192,0.40748943,0.41625683,0.43289677,0.45221472,0.45560590,0.44807175,0.44560006,0.44981192,0.44689158,0.42112863,0.37521665,0.35422827,0.39633683,0.41742778,0.38859629,0.36387810,0.36931742,0.39549344,0.42231585,0.41322768,0.36842133,0.33110553,0.35157270,0.35465496,0.35825642
0.41559194,0.40973935,0.40040878,0.38827888,0.41079994,0.42496956,0.42915922,0.42312666,0.40296295,0.37810916,0.37202630,0.39291237,0.40688888,0.41202689,0.40981712,0.39835104,0.37175818,0.34174224,0.37602383,0.40578743,0.41411819,0.40541108,0.38700283,0.38186897,0.39173671,0.40262004,0.41035765,0.42737967,0.44906036,0.45586546,0.45166020,0.44906560,0.45012829,0.44645998,0.42131698,0.37743098,0.35887656,0.38731762,0.40740605,0.38208678,0.35866786,0.36534997,0.39179050,0.42074837,0.41591987,0.37005038,0.33395259,0.35244837,0.35432125,0.35459697
0.41115001,0.40535768,0.39937318,0.38783081,0.41228116,0.42644610,0.42981551,0.42320635,0.40229187,0.37849164,0.37199867,0.39130980,0.40509816,0.41132671,0.41051742,0.39905087,0.37083218,0.34243580,0.37728129,0.40748482,0.41577353,0.40680065,0.38769551,0.38068414,0.38730699,0.39608808,0.40670048,0.42651388,0.45033640,0.46044233,0.45816490,0.45419323,0.45217133,0.44620294,0.42048271,0.37871242,0.35959283,0.38442707,0.40407412,0.38074812,0.35999186,0.36810686,0.39437466,0.42206704,0.41490731,0.36947408,0.33558033,0.35249083,0.35242323,0.35135126
0.40820003,0.40066062,0.39265196,0.38564211,0.41268021,0.42895197,0.43250347,0.42547273,0.40457060,0.38073610,0.37660763,0.39262320,0.40185612,0.40583039,0.40563277,0.39424950,0.36162514,0.33756349,0.37912429,0.40967000,0.41636519,0.40500924,0.38675184,0.38084969,0.38536103,0.38579350,0.41111882,0.42986667,0.45134299,0.45978113,0.45992687,0.45987257,0.46090159,0.45258272,0.42210469,0.36887532,0.34401402,0.37351745,0.39830736,0.37117176,0.36984634,0.38706075,0.41627466,0.44314023,0.42974167,0.37231225,0.33832299,0.36248373,0.35927870,0.34917796
