0.0010000, 0.9, 0.999, 0.04804
0.0010000, 0.9, 0.900, 0.04978
0.0010000, 0.9, 0.700, 0.04791
0.0010000, 0.9, 0.500, nan
0.0010000, 0.9, 0.300, nan
0.0010000, 0.7, 0.999, 0.04780
0.0010000, 0.7, 0.900, 0.04892
0.0010000, 0.7, 0.700, 0.04923
0.0010000, 0.7, 0.500, 0.04954
0.0010000, 0.7, 0.300, 0.04807
0.0010000, 0.5, 0.999, 0.04782
0.0010000, 0.5, 0.900, 0.04758
0.0010000, 0.5, 0.700, 0.04960
0.0010000, 0.5, 0.500, 0.04950
0.0010000, 0.5, 0.300, 0.04944
0.0010000, 0.3, 0.999, 0.05113
0.0010000, 0.3, 0.900, 0.05023
0.0010000, 0.3, 0.700, 0.04802
0.0010000, 0.3, 0.500, 0.05453
0.0010000, 0.3, 0.300, 0.04731
0.0005000, 0.9, 0.999, 0.04831
0.0005000, 0.9, 0.900, 0.04916
0.0005000, 0.9, 0.700, 0.04779
0.0005000, 0.9, 0.500, nan
0.0005000, 0.9, 0.300, nan
0.0005000, 0.7, 0.999, 0.04845
0.0005000, 0.7, 0.900, 0.04862
0.0005000, 0.7, 0.700, 0.04786
0.0005000, 0.7, 0.500, 0.05356
0.0005000, 0.7, 0.300, 0.04818
0.0005000, 0.5, 0.999, 0.04785
0.0005000, 0.5, 0.900, 0.04907
0.0005000, 0.5, 0.700, 0.05191
0.0005000, 0.5, 0.500, 0.05155
0.0005000, 0.5, 0.300, 0.04772
0.0005000, 0.3, 0.999, 0.05503
0.0005000, 0.3, 0.900, 0.05559
0.0005000, 0.3, 0.700, 0.05035
0.0005000, 0.3, 0.500, 0.04839
0.0005000, 0.3, 0.300, 0.05192
0.0001000, 0.9, 0.999, 0.06067
0.0001000, 0.9, 0.900, 0.05041
0.0001000, 0.9, 0.700, 0.05040
0.0001000, 0.9, 0.500, 0.05034
0.0001000, 0.9, 0.300, nan
0.0001000, 0.7, 0.999, 0.06144
0.0001000, 0.7, 0.900, 0.05070
0.0001000, 0.7, 0.700, 0.05092
0.0001000, 0.7, 0.500, 0.05071
0.0001000, 0.7, 0.300, 0.05106
0.0001000, 0.5, 0.999, 0.06301
0.0001000, 0.5, 0.900, 0.05047
0.0001000, 0.5, 0.700, 0.05049
0.0001000, 0.5, 0.500, 0.05052
0.0001000, 0.5, 0.300, 0.05056
0.0001000, 0.3, 0.999, 0.06215
0.0001000, 0.3, 0.900, 0.05410
0.0001000, 0.3, 0.700, 0.05056
0.0001000, 0.3, 0.500, 0.05194
0.0001000, 0.3, 0.300, 0.05165
0.0000500, 0.9, 0.999, 0.06788
0.0000500, 0.9, 0.900, 0.05648
0.0000500, 0.9, 0.700, 0.05615
0.0000500, 0.9, 0.500, 0.05582
0.0000500, 0.9, 0.300, nan
0.0000500, 0.7, 0.999, 0.06706
0.0000500, 0.7, 0.900, 0.05715
0.0000500, 0.7, 0.700, 0.05718
0.0000500, 0.7, 0.500, 0.05718
0.0000500, 0.7, 0.300, 0.05791
0.0000500, 0.5, 0.999, 0.06637
0.0000500, 0.5, 0.900, 0.05793
0.0000500, 0.5, 0.700, 0.05660
0.0000500, 0.5, 0.500, 0.05664
0.0000500, 0.5, 0.300, 0.05704
0.0000500, 0.3, 0.999, 0.06792
0.0000500, 0.3, 0.900, 0.05596
0.0000500, 0.3, 0.700, 0.05852
0.0000500, 0.3, 0.500, 0.05692
0.0000500, 0.3, 0.300, 0.05800
0.0000100, 0.9, 0.999, 0.12602
0.0000100, 0.9, 0.900, 0.09203
0.0000100, 0.9, 0.700, 0.08146
0.0000100, 0.9, 0.500, 0.07834
0.0000100, 0.9, 0.300, 0.07698
0.0000100, 0.7, 0.999, 0.13435
0.0000100, 0.7, 0.900, 0.09413
0.0000100, 0.7, 0.700, 0.08760
0.0000100, 0.7, 0.500, 0.08909
0.0000100, 0.7, 0.300, 0.07861
0.0000100, 0.5, 0.999, 0.15342
0.0000100, 0.5, 0.900, 0.08730
0.0000100, 0.5, 0.700, 0.08505
0.0000100, 0.5, 0.500, 0.08915
0.0000100, 0.5, 0.300, 0.08384
0.0000100, 0.3, 0.999, 0.13405
0.0000100, 0.3, 0.900, 0.08819
0.0000100, 0.3, 0.700, 0.09089
0.0000100, 0.3, 0.500, 0.09517
0.0000100, 0.3, 0.300, 0.08912
