0.00027500,0.00027600,0.00027700,0.00027800,0.00027900,0.00028000,0.00028100,0.00028200,0.00028300,0.00028400,0.00028500,0.00028600,0.00028700,0.00028800,0.00028900,0.00029000,0.00029100,0.00029200,0.00029300,0.00029400,0.00029500,0.00029600,0.00029700,0.00029800,0.00029900,0.00030000,0.00030100,0.00030200,0.00030300,0.00030400,0.00030500,0.00030600,0.00030700,0.00030800,0.00030900,0.00031000,0.00031100,0.00031200,0.00031300,0.00031400,0.00031500,0.00031600,0.00031700,0.00031800,0.00031900,0.00032000,0.00032100,0.00032200,0.00032300,0.00032400,0.00032500
0.13145377,0.12708845,0.11863162,0.11179863,0.11188602,0.11997976,0.13283582,0.14614056,0.15774252,0.16788426,0.17689903,0.18333086,0.18445968,0.17840713,0.16563803,0.14874254,0.13112588,0.11577948,0.10463107,0.09826645,0.09582976,0.09530855,0.09445955,0.09211890,0.08907131,0.08770615,0.09050641,0.09838264,0.11009616,0.12318917,0.13559754,0.14658257,0.15633285,0.16492338,0.17196273,0.17749418,0.18322299,0.19244729,0.20804502,0.22976283,0.25308417,0.27100106,0.27775513,0.27197738,0.25706833,0.23876071,0.22181293,0.20811336,0.19707242,0.18738830,0.17853687
0.24197489,0.22664118,0.21920148,0.22194198,0.22952780,0.23576961,0.23965882,0.24399147,0.25058644,0.25870413,0.26680358,0.27347184,0.27630457,0.27159788,0.25679594,0.23365056,0.20856314,0.18920661,0.18005643,0.18036826,0.18591512,0.19264161,0.19902288,0.20541476,0.21161244,0.21542238,0.21381449,0.20551384,0.19249476,0.17900916,0.16907164,0.16441261,0.16408870,0.16547514,0.16571120,0.16294747,0.15711797,0.14998483,0.14427745,0.14227116,0.14473050,0.15099786,0.16003241,0.17129790,0.18455212,0.19875346,0.21133131,0.21888512,0.21907994,0.21230343,0.20168838
0.05257439,0.05168121,0.04999768,0.04934324,0.05291809,0.06167307,0.07277938,0.08256546,0.09012606,0.09704149,0.10456336,0.11262309,0.12119821,0.13097451,0.14203951,0.15259482,0.15945638,0.15976970,0.15249715,0.13897928,0.12244786,0.10662972,0.09419062,0.08607623,0.08198769,0.08117748,0.08285219,0.08634349,0.09139571,0.09828633,0.10732507,0.11804080,0.12892408,0.13803238,0.14383103,0.14558844,0.14338882,0.13819882,0.13195439,0.12715959,0.12583761,0.12846322,0.13371899,0.13927882,0.14305821,0.14419185,0.14333385,0.14224157,0.14283405,0.14616211,0.15192287
0.11231908,0.11240211,0.11479041,0.12002388,0.12802728,0.13788448,0.14638468,0.14949208,0.14646887,0.14098176,0.13726230,0.13641760,0.13716864,0.13866609,0.14104571,0.14385862,0.14559711,0.14516368,0.14301337,0.14048007,0.13845937,0.13703189,0.13586782,0.13438415,0.13155418,0.12611542,0.11739816,0.10605090,0.09392400,0.08318951,0.07540156,0.07111635,0.07017540,0.07227161,0.07725094,0.08487651,0.09434441,0.10418133,0.11283448,0.11951986,0.12452551,0.12864046,0.13223269,0.13482262,0.13547566,0.13356805,0.12925304,0.12338273,0.11714920,0.11177828,0.10832340
0.20337527,0.20572277,0.21769727,0.23276221,0.24095950,0.23655835,0.22272387,0.20850967,0.20172535,0.20452377,0.21398588,0.22524449,0.23430950,0.23914716,0.23886386,0.23257363,0.22005228,0.20369661,0.18862033,0.17943296,0.17670518,0.17710487,0.17705865,0.17591237,0.17563943,0.17824372,0.18400350,0.19194787,0.20124956,0.21158352,0.22207018,0.23018833,0.23224589,0.22552853,0.21050840,0.19117145,0.17301762,0.16022183,0.15398644,0.15290024,0.15453212,0.15698276,0.15970042,0.16350126,0.16987057,0.17969573,0.19202896,0.20384938,0.21132490,0.21188402,0.20562337
0.12904577,0.13879097,0.14623839,0.14882642,0.14468152,0.13428393,0.12027970,0.10595878,0.09377831,0.08465172,0.07819816,0.07363026,0.07040137,0.06826035,0.06739808,0.06887680,0.07424490,0.08401737,0.09688764,0.11109397,0.12604053,0.14125386,0.15356037,0.15687261,0.14649376,0.12398164,0.09712484,0.07470802,0.06120040,0.05594951,0.05626319,0.06030884,0.06727127,0.07585010,0.08360480,0.08804719,0.08824950,0.08534631,0.08155217,0.07863397,0.07704513,0.07620403,0.07544985,0.07477744,0.07478835,0.07604141,0.07847755,0.08142784,0.08412065,0.08618797,0.08778286
0.08369886,0.09016842,0.10348119,0.12650246,0.15993270,0.19820710,0.23167919,0.25336131,0.26254627,0.26151168,0.25114574,0.23252630,0.21129968,0.19598890,0.19020858,0.18881917,0.18342184,0.17029754,0.15192599,0.13267798,0.11538452,0.10153683,0.09237980,0.08874232,0.09064059,0.09769175,0.10937685,0.12433121,0.13973924,0.15217427,0.15938934,0.16137706,0.15989408,0.15710394,0.15440601,0.15207770,0.14986066,0.14811435,0.14858446,0.15384712,0.16557407,0.18304670,0.20334077,0.22311066,0.24043750,0.25527547,0.26844012,0.28029969,0.29026623,0.29720047,0.30007830
0.18192552,0.18146753,0.18661072,0.18969109,0.18595187,0.17587297,0.16190066,0.14648440,0.13317523,0.12637664,0.12827105,0.13666025,0.14651455,0.15387540,0.15897694,0.16594536,0.17837601,0.19418783,0.20584828,0.20754128,0.20211740,0.19917899,0.20533915,0.21720028,0.22469776,0.22067350,0.20633427,0.18812712,0.17114657,0.15635964,0.14305181,0.13215903,0.12646964,0.12804248,0.13605459,0.14724777,0.15824211,0.16741121,0.17488956,0.18129916,0.18687560,0.19190740,0.19769570,0.20645375,0.21962440,0.23595583,0.25132720,0.26091696,0.26215698,0.25613674,0.24646035
0.28478092,0.28463647,0.28816840,0.28946107,0.26305067,0.21025100,0.15280083,0.11122154,0.11609591,0.17480994,0.24070582,0.27323320,0.28190637,0.28349514,0.27579950,0.25935220,0.24085733,0.22213330,0.20431652,0.19033069,0.17956465,0.16778249,0.15008213,0.12553023,0.10235942,0.09109916,0.09135398,0.09472042,0.09810296,0.10447495,0.11482508,0.12711555,0.13895242,0.14719154,0.14935932,0.14704562,0.14433104,0.14366744,0.14623485,0.15369845,0.16602818,0.17945633,0.18916510,0.19285637,0.19100995,0.18562070,0.17915896,0.17276445,0.16501330,0.15407526,0.14121973
