0.00035000,0.00034717,0.00034438,0.00034163,0.00033893,0.00033627,0.00033366,0.00033108,0.00032854,0.00032605,0.00032358,0.00032116,0.00031877,0.00031642,0.00031410,0.00031182,0.00030957,0.00030735,0.00030516,0.00030300,0.00030088,0.00029878,0.00029671,0.00029467,0.00029266,0.00029068,0.00028872,0.00028679,0.00028488,0.00028300,0.00028115,0.00027932,0.00027751,0.00027572,0.00027396,0.00027222,0.00027050,0.00026881,0.00026713,0.00026548,0.00026385,0.00026223,0.00026064,0.00025906,0.00025751,0.00025597,0.00025445,0.00025295,0.00025147,0.00025000
0.35884004,0.39446622,0.40219035,0.41292799,0.42753434,0.43201558,0.42787410,0.41663687,0.39762409,0.39048938,0.39479370,0.40183261,0.40217383,0.39444403,0.39086017,0.39125959,0.38405485,0.38393381,0.43084969,0.45207401,0.45826723,0.45999752,0.45547527,0.45027202,0.44760559,0.43209697,0.42734731,0.43800147,0.41950731,0.40352357,0.41652980,0.43363561,0.44249282,0.42005213,0.40337659,0.40353579,0.37140973,0.37596032,0.37307947,0.36843316,0.38764238,0.40731441,0.41482778,0.40857096,0.37444469,0.35465064,0.39803841,0.39905052,0.39250949,0.38880585
0.34087208,0.37492577,0.38283506,0.39039459,0.39609842,0.39513207,0.39115133,0.39016547,0.39240110,0.39211176,0.40870363,0.41820800,0.41249756,0.39798591,0.38677438,0.38049026,0.38066265,0.38675930,0.43141672,0.45134945,0.45282105,0.44405501,0.43160997,0.42583922,0.42687440,0.43335709,0.43850308,0.45834658,0.43311674,0.40212798,0.40159092,0.40499388,0.40937807,0.40193793,0.41755576,0.41249490,0.37324098,0.33314345,0.33603912,0.35911062,0.38824386,0.40428412,0.40451714,0.39627872,0.36068041,0.33380221,0.38413946,0.39775155,0.39048474,0.38483725
0.32758202,0.35968441,0.36919048,0.38353900,0.38960785,0.38571912,0.37521594,0.36553782,0.37671629,0.38418450,0.40605314,0.41772525,0.41145071,0.39499427,0.38058846,0.36933858,0.36972076,0.39766359,0.43252322,0.43828784,0.43457700,0.42716312,0.42056319,0.41767615,0.41749540,0.39684250,0.42157933,0.44302532,0.42521558,0.40624715,0.40066482,0.40095236,0.40722135,0.42215020,0.44235588,0.38330862,0.35867215,0.32967979,0.33019898,0.35166996,0.37809271,0.39287754,0.39586989,0.40234440,0.41930186,0.36806915,0.36357894,0.36795716,0.36753818,0.37441222
0.31802754,0.34356076,0.34422624,0.35976240,0.36414319,0.34551136,0.32185571,0.30537892,0.35800518,0.41948543,0.44107433,0.43815603,0.40986678,0.37265831,0.33710757,0.29854184,0.28617248,0.35098445,0.43324443,0.44695061,0.43577294,0.41550807,0.40695743,0.41217428,0.41486568,0.40127460,0.41065876,0.40412855,0.39368872,0.37504137,0.36662148,0.36314180,0.37323193,0.39739574,0.41869942,0.37524442,0.33989163,0.28461494,0.26438014,0.30648701,0.35513129,0.38316190,0.38996196,0.38096643,0.37610734,0.32895524,0.32508850,0.31376484,0.30051468,0.30608530
0.31249025,0.34670885,0.35241327,0.36021066,0.36450878,0.34531245,0.31689128,0.30546146,0.38032898,0.41329246,0.42816887,0.42608791,0.39923499,0.36633273,0.33841685,0.30567322,0.29163068,0.35685251,0.43769119,0.45012588,0.43993643,0.42147982,0.41155947,0.41315251,0.40372085,0.38232592,0.40461722,0.41069100,0.40067359,0.38446385,0.38080936,0.37938179,0.38032499,0.38659187,0.39147730,0.35706784,0.33435559,0.28307699,0.27139620,0.31536801,0.36068870,0.38573399,0.39166704,0.38777196,0.40365080,0.34679682,0.30418021,0.29089238,0.28833543,0.29713406
0.25738018,0.31209157,0.32248318,0.32684694,0.33285556,0.30986403,0.27771996,0.25105739,0.30911175,0.34754334,0.36698761,0.38206669,0.36978070,0.33954631,0.30550479,0.26560480,0.25316858,0.32024464,0.39827577,0.40946157,0.39720284,0.37789009,0.37302215,0.38246178,0.37920693,0.37085475,0.38098812,0.36253418,0.34460159,0.33634519,0.34456968,0.35402126,0.36241168,0.35850288,0.34893129,0.29890200,0.28992644,0.27062398,0.21035160,0.21680638,0.27420928,0.31385913,0.32117448,0.30822359,0.33060471,0.29022427,0.23108963,0.21129476,0.22655857,0.23363177
0.26313993,0.32631573,0.33557273,0.34117336,0.35055204,0.33899387,0.32064088,0.31827126,0.38433983,0.39375163,0.40464022,0.40876103,0.37835454,0.33353515,0.29639187,0.26755446,0.26050064,0.31490668,0.38565120,0.39935256,0.39496065,0.38508315,0.38897379,0.40145140,0.40415594,0.38357756,0.34077443,0.33872513,0.33666123,0.33143400,0.33040706,0.32736923,0.33365063,0.34212090,0.33424481,0.28273587,0.27066145,0.25441001,0.20580695,0.21653850,0.26864498,0.29972071,0.28576632,0.27798865,0.33784306,0.30116033,0.24741874,0.22837158,0.22980084,0.23508870
0.25378426,0.32400662,0.33069248,0.33371353,0.34338386,0.33759028,0.32708132,0.32752394,0.38451484,0.38695398,0.39353957,0.39344979,0.36587930,0.32801101,0.29204267,0.26414916,0.26815217,0.34519383,0.38140777,0.38107335,0.37340617,0.37074495,0.38276760,0.39254781,0.39263694,0.37690717,0.33495393,0.33174596,0.32238583,0.31726241,0.32209173,0.32702659,0.33979863,0.36115117,0.36425795,0.27988950,0.26678659,0.25710513,0.20911016,0.21916796,0.27015899,0.30264367,0.28465030,0.26561098,0.32215799,0.29997030,0.26162138,0.24080427,0.22260107,0.22044644
0.24609251,0.31179440,0.31197347,0.31723980,0.34148372,0.34337714,0.33644028,0.33688657,0.38754620,0.38214722,0.39199293,0.38867709,0.35872252,0.31864111,0.27611041,0.23444140,0.23929909,0.32865889,0.36974007,0.38334938,0.39146207,0.39739285,0.40106981,0.39535267,0.37909829,0.35422020,0.31325793,0.30459024,0.28503125,0.28152444,0.29230756,0.30291391,0.31993079,0.33981282,0.34429207,0.26312486,0.25400486,0.24327318,0.18684101,0.19306389,0.24141130,0.27714530,0.27341417,0.26779179,0.31214099,0.28077580,0.25643259,0.24955613,0.23926326,0.24621664
