0.00027500,0.00027700,0.00027900,0.00028100,0.00028300,0.00028500,0.00028700,0.00028900,0.00029100,0.00029300,0.00029500,0.00029700,0.00029900,0.00030100,0.00030300,0.00030500,0.00030700,0.00030900,0.00031100,0.00031300,0.00031500,0.00031700,0.00031900,0.00032100,0.00032300,0.00032500
-0.19723464,-0.33291225,-0.32462512,-0.26247242,-0.22180982,-0.16459861,-0.03686903,-0.02206535,-0.06726171,-0.11864001,-0.10692074,-0.08513875,-0.06146821,-0.10111024,-0.21754349,-0.27370132,-0.26417108,-0.27380335,-0.29692325,-0.25946663,-0.15108963,-0.06049637,-0.02729413,-0.04073657,-0.11403443,-0.20678652
-0.01831558,-0.03465124,-0.05595110,-0.05117955,-0.05863715,-0.05853370,-0.03876129,-0.01628711,-0.01063311,-0.02316937,-0.03887164,-0.08730443,-0.14132521,-0.20529026,-0.20893073,-0.11575433,-0.02890108,-0.00649991,-0.00971621,-0.01448553,-0.03051511,-0.04345151,-0.04331230,-0.02323307,-0.01237675,-0.04697389
-0.23925405,-0.26028476,-0.14783788,-0.06563753,-0.08441927,-0.07930859,-0.07768660,-0.08216270,-0.08334405,-0.07007430,-0.03584164,-0.01523190,-0.01534193,-0.03480151,-0.05153394,-0.04613487,-0.03091017,-0.02140759,-0.02090128,-0.03413283,-0.03809030,-0.03531894,-0.05291860,-0.06037698,-0.07672448,-0.09773076
-0.14449563,-0.16583437,-0.14342122,-0.08496825,-0.11667071,-0.17138566,-0.20489058,-0.16803478,-0.14041922,-0.11745142,-0.08861366,-0.06477687,-0.03080549,-0.01574880,-0.01303234,-0.01049055,-0.03241372,-0.06182863,-0.06448464,-0.04830713,-0.04756411,-0.06856019,-0.07528696,-0.03529672,-0.05843332,-0.12359139
-0.18984785,-0.16283283,-0.18082829,-0.18604203,-0.16017217,-0.16286652,-0.19703980,-0.25580039,-0.37361487,-0.41226096,-0.22988049,-0.13982837,-0.08959017,-0.06245407,-0.06203656,-0.07562675,-0.09594902,-0.11252567,-0.11653341,-0.12061014,-0.14325605,-0.19218086,-0.21850586,-0.20243087,-0.17231578,-0.14883788
-0.07378609,-0.20960579,-0.22688048,-0.13795311,-0.07576811,-0.02816280,-0.03221410,-0.08556548,-0.13724565,-0.14552589,-0.09792319,-0.05337746,-0.09387602,-0.30530562,-0.31162984,-0.29972084,-0.27064542,-0.22817703,-0.17265341,-0.12769682,-0.09915463,-0.07851029,-0.05770887,-0.05192046,-0.07746203,-0.11098380
-0.13171762,-0.11682221,-0.11308670,-0.14945788,-0.18443401,-0.23600821,-0.26127481,-0.15816046,-0.08466385,-0.05631016,-0.05248875,-0.05065483,-0.06818419,-0.10735711,-0.15578541,-0.20418949,-0.26740816,-0.30720806,-0.25380055,-0.17606302,-0.13310464,-0.11909603,-0.11752442,-0.11934316,-0.12002497,-0.13291796
-0.20472315,-0.17271230,-0.13064052,-0.12128591,-0.14393322,-0.18985890,-0.23250552,-0.26597703,-0.31019107,-0.40972683,-0.73193852,-0.37847058,-0.18212899,-0.14149685,-0.13556791,-0.13634073,-0.12881156,-0.10379116,-0.08028878,-0.08237720,-0.09593878,-0.09111490,-0.06299597,-0.04057922,-0.04485175,-0.05655123
-0.08155845,-0.09495428,-0.07718503,-0.02422174,-0.04438722,-0.14315777,-0.10504790,-0.05814523,-0.10163150,-0.19297948,-0.27944211,-0.38442270,-0.41598748,-0.35203252,-0.22972002,-0.09389016,-0.06639720,-0.07550968,-0.10093735,-0.13554436,-0.17525567,-0.17030106,-0.13541449,-0.10916114,-0.10685253,-0.11588630
-0.25619545,-0.29182752,-0.22409346,-0.12606523,-0.13941358,-0.18234993,-0.14581387,-0.13132706,-0.12815553,-0.13428723,-0.13930383,-0.12818740,-0.09062802,-0.10941349,-0.16957069,-0.17864366,-0.15249196,-0.08471984,-0.03991902,-0.04252955,-0.06145094,-0.07082284,-0.06424798,-0.05845990,-0.07229465,-0.09233309
-0.03027493,-0.07320504,-0.13525380,-0.14411622,-0.08445658,-0.04737586,-0.02325577,-0.03962865,-0.06804605,-0.05152632,-0.03750310,-0.06008427,-0.14064739,-0.25798877,-0.26839693,-0.14841479,-0.10051261,-0.07282043,-0.05418510,-0.02873430,-0.00752846,-0.02963965,-0.02964884,-0.01576876,-0.02079393,-0.03686094
-0.05204597,-0.08755692,-0.06896626,-0.01774296,-0.01635489,-0.02437442,-0.03835447,-0.06610467,-0.08174218,-0.06862010,-0.04008364,-0.02218927,-0.02369926,-0.03029774,-0.02430238,-0.01974256,-0.02036471,-0.02485694,-0.02470958,-0.04125740,-0.08323553,-0.10044111,-0.04893731,-0.01869845,-0.03345284,-0.04181867
-0.04118652,-0.20143150,-0.24425420,-0.21768580,-0.21576591,-0.18424769,-0.15536156,-0.14140676,-0.13652824,-0.09776348,-0.05459699,-0.04263743,-0.06373739,-0.05144621,-0.02677522,-0.01261602,-0.00592015,-0.00503104,-0.02398435,-0.05543927,-0.08572923,-0.07971576,-0.03905924,-0.01472301,-0.01619417,-0.02078802
-0.39910445,-0.20903888,-0.09216205,-0.06543406,-0.04094758,-0.02377712,-0.01453833,-0.03244794,-0.14195598,-0.29257047,-0.23826058,-0.15110510,-0.10651552,-0.10032872,-0.09212299,-0.06192975,-0.02512773,-0.00858221,-0.02355417,-0.04628258,-0.05068095,-0.03249360,-0.02151246,-0.01377149,-0.01499381,-0.02543952
-0.15192064,-0.09917350,-0.06025549,-0.05493061,-0.17623693,-0.35503333,-0.42486048,-0.45769342,-0.34118000,-0.18537532,-0.09416599,-0.07328364,-0.07135127,-0.09108307,-0.10507282,-0.07623593,-0.10592556,-0.15464950,-0.16991411,-0.11380980,-0.05938387,-0.04847363,-0.04145210,-0.02992797,-0.03082929,-0.03360099
-0.02563601,-0.05477648,-0.13538862,-0.19933312,-0.25316621,-0.31091140,-0.29054470,-0.18412183,-0.10845901,-0.07977896,-0.06666783,-0.06579661,-0.07278673,-0.07436446,-0.07310942,-0.08574412,-0.11464144,-0.13894363,-0.14661539,-0.13048376,-0.11280254,-0.09336334,-0.07488876,-0.07397342,-0.08071312,-0.07464792
-0.24634097,-0.14311460,-0.08824927,-0.08338826,-0.13489349,-0.15529441,-0.13127380,-0.08700450,-0.07627081,-0.04009261,-0.03271699,-0.03850334,-0.02568807,-0.00499822,-0.00312996,-0.01638660,-0.11871703,-0.16560499,-0.18134077,-0.17793111,-0.18738925,-0.20278394,-0.14457469,-0.15616047,-0.35818770,-0.27399171
-0.20596749,-0.15814863,-0.12283605,-0.10979625,-0.14929530,-0.19293223,-0.19531748,-0.21203711,-0.22477809,-0.17923981,-0.10795320,-0.08503806,-0.08059251,-0.06269457,-0.03697285,-0.01954275,-0.02280795,-0.02709755,-0.03229796,-0.06926868,-0.13798071,-0.17732012,-0.15605479,-0.13258702,-0.12358528,-0.12240781
-0.13632193,-0.06949640,-0.05466064,-0.02117947,-0.01178960,-0.01679057,-0.01305755,-0.03006303,-0.10463666,-0.16940264,-0.19295860,-0.18093325,-0.14526617,-0.10202833,-0.07213819,-0.03388593,-0.00988371,-0.03742128,-0.09838058,-0.18355712,-0.28379475,-0.28469128,-0.31203638,-0.34695679,-0.32515093,-0.29208258
-0.03523568,-0.03202829,-0.03327709,-0.06766998,-0.15147791,-0.21392799,-0.25263657,-0.20907462,-0.15104562,-0.11854602,-0.09857407,-0.12056606,-0.20736374,-0.25826441,-0.22973221,-0.20012853,-0.20262686,-0.22500300,-0.22460487,-0.16560455,-0.12771133,-0.12473302,-0.13790102,-0.17545223,-0.26550953,-0.31334558
-0.13018510,-0.13704746,-0.12182858,-0.17109515,-0.22721753,-0.21154651,-0.18521377,-0.10433291,-0.03346805,-0.02191143,-0.04374310,-0.08912661,-0.13972603,-0.15224137,-0.13288175,-0.12918690,-0.13038746,-0.13761402,-0.12635397,-0.10362873,-0.09292410,-0.07837096,-0.05134351,-0.02987108,-0.02633864,-0.04778786
-0.00491602,-0.01177170,-0.08569169,-0.15552364,-0.15860157,-0.12652402,-0.05440973,-0.04957732,-0.08365752,-0.10434693,-0.07952369,-0.05361406,-0.04301335,-0.03716976,-0.03377333,-0.04047782,-0.06278807,-0.08107747,-0.07430862,-0.07490587,-0.08879008,-0.10299859,-0.10021428,-0.08454653,-0.06667435,-0.06060467
-0.11252683,-0.16363832,-0.24629450,-0.26929139,-0.18602741,-0.11514674,-0.06819326,-0.05922819,-0.06243458,-0.05236286,-0.05477338,-0.06355191,-0.09124928,-0.08634258,-0.05534243,-0.04118793,-0.03788783,-0.04729455,-0.07838559,-0.12306560,-0.18423294,-0.21549238,-0.11186913,-0.01800674,-0.02712646,-0.09357668
