-1.000000E+1	-9.095020E-13
-1.000000E+1	-1.819000E-12
-9.995000E+0	-2.728500E-12
-9.990000E+0	-2.728500E-12
-9.985000E+0	-1.819000E-12
-9.980000E+0	-9.095020E-13
-9.975000E+0	-9.095020E-13
-9.970000E+0	-9.095020E-13
-9.965000E+0	-9.095020E-13
-9.960000E+0	0.000000E+0
-9.955000E+0	-9.095020E-13
-9.950000E+0	-9.095020E-13
-9.945000E+0	-9.095020E-13
-9.940000E+0	0.000000E+0
-9.935000E+0	-9.095020E-13
-9.930000E+0	0.000000E+0
-9.925000E+0	-1.136876E-12
-9.920000E+0	-1.819000E-12
-9.915000E+0	-1.819000E-12
-9.910000E+0	0.000000E+0
-9.905000E+0	-9.095020E-13
-9.900000E+0	-1.819000E-12
-9.895000E+0	-9.095020E-13
-9.890000E+0	-9.095020E-13
-9.885000E+0	-9.095020E-13
-9.880000E+0	-9.095020E-13
-9.875000E+0	-1.136876E-12
-9.870000E+0	-1.819000E-12
-9.865000E+0	-1.819000E-12
-9.860000E+0	-1.819000E-12
-9.855000E+0	-2.728500E-12
-9.850000E+0	-1.819000E-12
-9.845000E+0	-9.095020E-13
-9.840000E+0	-9.095020E-13
-9.835000E+0	-1.819000E-12
-9.830000E+0	-2.046375E-12
-9.825000E+0	-2.728500E-12
-9.820000E+0	-2.728500E-12
-9.815000E+0	-2.728500E-12
-9.810000E+0	-2.728500E-12
-9.805000E+0	-1.819000E-12
-9.800000E+0	-9.095020E-13
-9.795000E+0	-9.095020E-13
-9.790000E+0	-1.819000E-12
-9.785000E+0	-9.095020E-13
-9.780000E+0	0.000000E+0
-9.775000E+0	0.000000E+0
-9.770000E+0	-1.819000E-12
-9.765000E+0	-1.819000E-12
-9.760000E+0	-2.728500E-12
-9.755000E+0	-1.819000E-12
-9.750000E+0	-2.728500E-12
-9.745000E+0	-2.728500E-12
-9.740000E+0	-1.819000E-12
-9.735000E+0	-1.364251E-12
-9.730000E+0	-1.819000E-12
-9.725000E+0	-1.819000E-12
-9.720000E+0	-1.136876E-12
-9.715000E+0	0.000000E+0
-9.710000E+0	-9.095020E-13
-9.705000E+0	-9.095020E-13
-9.700000E+0	-9.095020E-13
-9.695000E+0	-9.095020E-13
-9.690000E+0	-2.728500E-12
-9.685000E+0	-1.819000E-12
-9.680000E+0	-1.819000E-12
-9.675000E+0	-2.728500E-12
-9.670000E+0	-1.819000E-12
-9.665000E+0	-1.819000E-12
-9.660000E+0	-9.095020E-13
-9.655000E+0	-1.819000E-12
-9.650000E+0	-2.728500E-12
-9.645000E+0	-1.819000E-12
-9.640000E+0	-1.819000E-12
-9.635000E+0	-1.819000E-12
-9.630000E+0	-1.819000E-12
-9.625000E+0	-2.728500E-12
-9.620000E+0	-1.819000E-12
-9.615000E+0	-1.819000E-12
-9.610000E+0	-1.819000E-12
-9.605000E+0	-9.095020E-13
-9.600000E+0	-9.095020E-13
-9.595000E+0	-9.095020E-13
-9.590000E+0	-1.819000E-12
-9.585000E+0	-1.819000E-12
-9.580000E+0	-1.819000E-12
-9.575000E+0	-1.819000E-12
-9.570000E+0	-9.095020E-13
-9.565000E+0	-9.095020E-13
-9.560000E+0	-9.095020E-13
-9.555000E+0	-1.819000E-12
-9.550000E+0	-9.095020E-13
-9.545000E+0	-9.095020E-13
-9.540000E+0	-9.095020E-13
-9.535000E+0	-9.095020E-13
-9.530000E+0	-9.095020E-13
-9.525000E+0	-9.095020E-13
-9.520000E+0	-9.095020E-13
-9.515000E+0	0.000000E+0
-9.510000E+0	-9.095020E-13
-9.505000E+0	-9.095020E-13
-9.500000E+0	-9.095020E-13
-9.495000E+0	-9.095020E-13
-9.490000E+0	0.000000E+0
-9.485000E+0	0.000000E+0
-9.480000E+0	-9.095020E-13
-9.475000E+0	-1.819000E-12
-9.470000E+0	-1.819000E-12
-9.465000E+0	-1.819000E-12
-9.460000E+0	-1.819000E-12
-9.455000E+0	-9.095020E-13
-9.450000E+0	-1.819000E-12
-9.445000E+0	-2.501125E-12
-9.440000E+0	-2.728500E-12
-9.435000E+0	-1.819000E-12
-9.430000E+0	-1.136876E-12
-9.425000E+0	-9.095020E-13
-9.420000E+0	-1.819000E-12
-9.415000E+0	-1.819000E-12
-9.410000E+0	-2.728500E-12
-9.405000E+0	-2.728500E-12
-9.400000E+0	-2.728500E-12
-9.395000E+0	-2.728500E-12
-9.390000E+0	-1.819000E-12
-9.385000E+0	-9.095020E-13
-9.380000E+0	-1.819000E-12
-9.375000E+0	-1.819000E-12
-9.370000E+0	-9.095020E-13
-9.365000E+0	-9.095020E-13
-9.360000E+0	-1.819000E-12
-9.355000E+0	-1.819000E-12
-9.350000E+0	-1.819000E-12
-9.345000E+0	-1.819000E-12
-9.340000E+0	-9.095020E-13
-9.335000E+0	-9.095020E-13
-9.330000E+0	-1.819000E-12
-9.325000E+0	-1.819000E-12
-9.320000E+0	-9.095020E-13
-9.315000E+0	-9.095020E-13
-9.310000E+0	-1.819000E-12
-9.305000E+0	-1.819000E-12
-9.300000E+0	-9.095020E-13
-9.295000E+0	0.000000E+0
-9.290000E+0	-9.095020E-13
-9.285000E+0	-1.819000E-12
-9.280000E+0	-2.728500E-12
-9.275000E+0	-2.728500E-12
-9.270000E+0	-2.728500E-12
-9.265000E+0	-2.728500E-12
-9.260000E+0	-2.728500E-12
-9.255000E+0	-2.728500E-12
-9.250000E+0	-2.728500E-12
-9.245000E+0	-2.728500E-12
-9.240000E+0	-2.728500E-12
-9.235000E+0	-1.364251E-12
-9.230000E+0	-9.095020E-13
-9.225000E+0	-9.095020E-13
-9.220000E+0	-9.095020E-13
-9.215000E+0	-9.095020E-13
-9.210000E+0	-9.095020E-13
-9.205000E+0	0.000000E+0
-9.200000E+0	-9.095020E-13
-9.195000E+0	-9.095020E-13
-9.190000E+0	0.000000E+0
-9.185000E+0	-9.095020E-13
-9.180000E+0	0.000000E+0
-9.175000E+0	0.000000E+0
-9.170000E+0	-9.095020E-13
-9.165000E+0	-9.095020E-13
-9.160000E+0	-9.095020E-13
-9.155000E+0	-9.095020E-13
-9.150000E+0	-9.095020E-13
-9.145000E+0	-9.095020E-13
-9.140000E+0	-1.819000E-12
-9.135000E+0	-1.819000E-12
-9.130000E+0	-9.095020E-13
-9.125000E+0	-9.095020E-13
-9.120000E+0	-9.095020E-13
-9.115000E+0	-9.095020E-13
-9.110000E+0	-9.095020E-13
-9.105000E+0	-1.819000E-12
-9.100000E+0	-1.591625E-12
-9.095000E+0	-1.819000E-12
-9.090000E+0	-9.095020E-13
-9.085000E+0	-9.095020E-13
-9.080000E+0	-9.095020E-13
-9.075000E+0	-9.095020E-13
-9.070000E+0	-2.501125E-12
-9.065000E+0	-2.728500E-12
-9.060000E+0	-2.728500E-12
-9.055000E+0	-2.728500E-12
-9.050000E+0	-2.728500E-12
-9.045000E+0	-1.819000E-12
-9.040000E+0	-1.819000E-12
-9.035000E+0	-1.819000E-12
-9.030000E+0	-9.095020E-13
-9.025000E+0	-1.819000E-12
-9.020000E+0	-1.819000E-12
-9.015000E+0	-9.095020E-13
-9.010000E+0	-9.095020E-13
-9.005000E+0	-9.095020E-13
-9.000000E+0	-9.095020E-13
-8.995000E+0	0.000000E+0
-8.990000E+0	0.000000E+0
-8.985000E+0	0.000000E+0
-8.980000E+0	0.000000E+0
-8.975000E+0	0.000000E+0
-8.970000E+0	1.819000E-12
-8.965000E+0	1.819000E-12
