0	0	0
0.0334	0	0
0.0667	0	0
0.1	0	0
0.1334	0	0
0.1667	0	0
0.2	0	0
0.2334	0	0
0.2667	0	0
0.3	0	0
0.3334	0	0
0.3667	0	0
0.4	0	0
0.4333	0	0
0.4667	0	0
0.5	0	0
0.5334	0	0
0.5667	0	0
0.6	0	0
0.6334	0	0
0.6667	0	0
0.7	0	0
0.7334	0	0
0.7667	0	0
0.8	0	0
0.8334	0	0
0.8667	0	0
0.9	0	0
0.9333	0	0
0.9667	0	0
1	0	0
1.0334	0	0
1.0667	0	0
1.1	0	0
1.1333	0	0
1.1667	0	0
1.2	0	0
1.2334	0	0
1.2667	0	0
1.3	0	0
1.3334	0	0
1.3667	0	0
1.4	0	0
1.4334	0	0
1.4667	0	0
1.5	0	0
1.5334	0	0
1.5667	0	0
1.6	0	0
1.6333	0	0
1.6667	0	0
1.7	0	0
1.7334	0	0
1.7667	0	0
1.8	0	0
1.8334	0	0
1.8667	0	0
1.9	0	0
1.9334	0	0
1.9667	0	0
2	0	0
2.0334	0	0
2.0667	0	0
2.1	0	0
2.1334	0	0
2.1667	0	0
2.2	0	0
2.2334	0	0
2.2667	0	0
2.3	0	0
2.3333	0	0
2.3667	0	0
2.4	0	0
2.4334	0	0
2.4667	0	0
2.5	0	0
2.5334	0	0
2.5667	0	0
2.6	0	0
2.6334	0	0
2.6667	0	0
2.7	0	0
2.7334	0	0
2.7667	0	0
2.8	0	0
2.8334	0	0
2.8667	0	0
2.9	0	0
2.9333	0	0
2.9667	0	0
3	0	0
3.0334	0	0
3.0667	0	0
3.1	0	0
3.1334	0	0
3.1667	0	0
3.2	0	0
3.2334	0	0
3.2667	0	0
3.3	0	0
3.3334	0	0
3.3667	0	0
3.4	0	0
3.4333	0	0
3.4667	0	0
3.5	0	0
3.5334	0	0
3.5667	0	0
3.6	0	0
3.6333	0	0
3.6667	0	0
3.7	0	0
3.7334	0	0
3.7667	0	0
3.8	0	0
3.8334	0	0
3.8667	0	0
3.9	0	0
3.9334	0	0
3.9667	0	0
4	0	0
4.0334	0	0
4.0667	0	0
4.1	0	0
4.1333	0	0
4.1667	0	0
4.2	0	0
4.2334	0	0
4.2667	0	0
4.3	0	0
4.3334	0	0
4.3667	0	0
4.4	0	0
4.4334	0	0
4.4667	0	0
4.5	0	0
4.5334	0	0
4.5667	0	0
4.6	0	0
4.6334	0	0
4.6667	0	0
4.7	0	0
4.7334	0	0
4.7667	0	0
4.8	0	0
4.8333	0	0
4.8667	0	0
4.9	0	0
4.9334	0	0
4.9667	0	0
5	0	0
5.0334	0	0
5.0667	0	0
5.1	0	0
5.1334	0	0
5.1667	0	0
5.2	0	0
5.2334	0	0
5.2667	0	0
5.3	0	0
5.3334	0	0
5.3667	0	0
5.4	0	0
5.4333	0	0
5.4667	0	0
5.5	0	0
5.5334	0	0
5.5667	0	0
5.6	0	0
5.6334	0	0
5.6667	0	0
5.7	0	0
5.7334	0	0
5.7667	0	0
5.8	0	0
5.8334	0	0
5.8667	0	0
5.9	0	0
5.9333	0	0
5.9667	0	0
6	0	0
6.0334	0	0
6.0667	0	0
6.1	0	0
6.1333	0	0
6.1667	0	0
6.2	0	0
6.2334	0	0
6.2667	0	0
6.3	0	0
6.3334	0	0
6.3667	0	0
6.4	0	0
6.4334	0	0
6.4667	0	0
6.5	0	0
6.5334	0	0
6.5667	0	0
6.6	0	0
6.6333	0	0
6.6667	0	0
6.7	0	0
6.7334	0	0
6.7667	0	0
6.8	0	0
6.8334	0	0
6.8667	0	0
6.9	0	0
6.9334	0	0
6.9667	0	0
7	0	0
7.0334	0	0
7.0667	0	0
7.1	0	0
7.1334	0	0
7.1667	0	0
7.2	0	0
7.2334	0	0
7.2667	0	0
7.3	0	0
7.3333	0	0
7.3667	0	0
7.4	0	0
7.4334	0	0
7.4667	0	0
7.5	0	0
7.5334	0	0
7.5667	0	0
7.6	0	0
7.6334	0	0
7.6667	0	0
7.7	0	0
7.7334	0	0
7.7667	0	0
7.8	0	0
7.8334	0	0
7.8667	0	0
7.9	0	0
7.9333	0	0
7.9667	0	0
8	0	0
8.0334	0	0
8.0667	0	0
8.1	0	0
8.1334	0	0
8.1667	0	0
8.2	0	0
8.2334	0	0
8.2667	0	0
