0.00035000,0.00034859,0.00034719,0.00034581,0.00034443,0.00034307,0.00034172,0.00034037,0.00033904,0.00033772,0.00033641,0.00033511,0.00033382,0.00033253,0.00033126,0.00033000,0.00032875,0.00032750,0.00032627,0.00032505,0.00032383,0.00032263,0.00032143,0.00032024,0.00031906,0.00031789,0.00031673,0.00031557,0.00031443,0.00031329,0.00031216,0.00031104,0.00030993,0.00030882,0.00030773,0.00030664,0.00030556,0.00030448,0.00030342,0.00030236,0.00030130,0.00030026,0.00029922,0.00029819,0.00029717,0.00029615,0.00029514,0.00029414,0.00029315,0.00029216,0.00029118,0.00029020,0.00028923,0.00028827,0.00028731,0.00028636,0.00028542,0.00028448,0.00028355,0.00028263,0.00028171,0.00028079,0.00027989,0.00027899,0.00027809,0.00027720,0.00027632,0.00027544,0.00027456,0.00027370,0.00027283,0.00027198,0.00027113,0.00027028,0.00026944,0.00026860,0.00026777,0.00026695,0.00026613,0.00026531,0.00026450,0.00026370,0.00026290,0.00026210,0.00026131,0.00026053,0.00025975,0.00025897,0.00025820,0.00025743,0.00025667,0.00025591,0.00025515,0.00025441,0.00025366,0.00025292,0.00025218,0.00025145,0.00025072,0.00025000
0.13219609,0.12858225,0.11988234,0.10814790,0.09598611,0.08520205,0.07634786,0.06939794,0.06493160,0.06480097,0.07158271,0.08696423,0.11003670,0.13669689,0.16079910,0.17666203,0.18165436,0.17742207,0.16901269,0.16231504,0.16118551,0.16580953,0.17313820,0.17905805,0.18098608,0.17938707,0.17738163,0.17874113,0.18548704,0.19650425,0.20795705,0.21524820,0.21540075,0.20854658,0.19775511,0.18738073,0.18090068,0.17942478,0.18160771,0.18487844,0.18719143,0.18827985,0.18973461,0.19391573,0.20233532,0.21440663,0.22723229,0.23655966,0.23846040,0.23097071,0.21498092,0.19402348,0.17308312,0.15692932,0.14861014,0.14862706,0.15501258,0.16418998,0.17223601,0.17607367,0.17420937,0.16684569,0.15545523,0.14208941,0.12874873,0.11704562,0.10820438,0.10326112,0.10324023,0.10912996,0.12162371,0.14074804,0.16557538,0.19418016,0.22387264,0.25161532,0.27446862,0.28995104,0.29629444,0.29265060,0.27930132,0.25784115,0.23120204,0.20335882,0.17864309,0.16077468,0.15190124,0.15200727,0.15895438,0.16917604,0.17878302,0.18467276,0.18525702,0.18061244,0.17211493,0.16181122,0.15182132,0.14395732,0.13956754,0.13948300
0.07554736,0.08458836,0.08744796,0.08060982,0.06435352,0.04298063,0.02303202,0.01045350,0.00820789,0.01549389,0.02876837,0.04379210,0.05749873,0.06879815,0.07818230,0.08668668,0.09498037,0.10306829,0.11057453,0.11720888,0.12300595,0.12820034,0.13291094,0.13692501,0.13974975,0.14087274,0.14003433,0.13735584,0.13331987,0.12871012,0.12459024,0.12227103,0.12312640,0.12818577,0.13763765,0.15056260,0.16519343,0.17972203,0.19328584,0.20654051,0.22136145,0.23969046,0.26208785,0.28681240,0.31002832,0.32712542,0.33449496,0.33082791,0.31728160,0.29653305,0.27138969,0.24385028,0.21515875,0.18669267,0.16092529,0.14159175,0.13266525,0.13652953,0.15234017,0.17561267,0.19950158,0.21734956,0.22537899,0.22426254,0.21881474,0.21592264,0.22162767,0.23860343,0.26502729,0.29519231,0.32148992,0.33692924,0.33728828,0.32225965,0.29537745,0.26290424,0.23210559,0.20942216,0.19900020,0.20190439,0.21614654,0.23745376,0.26051424,0.28033178,0.29332826,0.29795022,0.29471143,0.28576266,0.27417148,0.26310842,0.25510479,0.25151014,0.25225118,0.25595811,0.26045389,0.26349245,0.26352477,0.26023038,0.25461769,0.24865721
0.03066504,0.02111922,0.01257456,0.00926416,0.01415464,0.02751623,0.04663919,0.06691546,0.08378359,0.09453846,0.09905532,0.09908625,0.09662271,0.09238018,0.08538894,0.07398798,0.05762508,0.03831389,0.02074186,0.01078869,0.01314609,0.02926562,0.05668367,0.09000450,0.12293798,0.15031616,0.16919232,0.17878391,0.17969948,0.17316609,0.16072995,0.14437967,0.12664741,0.11026434,0.09734673,0.08855275,0.08281141,0.07793847,0.07189806,0.06402304,0.05548976,0.04878164,0.04648877,0.05017478,0.05994780,0.07487359,0.09381158,0.11601778,0.14109591,0.16840959,0.19650953,0.22315551,0.24608973,0.26413158,0.27783249,0.28911512,0.29994432,0.31074945,0.31958988,0.32271274,0.31636544,0.29895808,0.27239381,0.24178241,0.21360696,0.19323352,0.18297637,0.18158882,0.18526820,0.18950383,0.19077737,0.18737385,0.17916984,0.16683659,0.15110899,0.13255739,0.11186066,0.09022503,0.06953797,0.05207951,0.03993635,0.03444568,0.03592924,0.04374892,0.05651536,0.07226264,0.08856188,0.10273060,0.11232173,0.11588147,0.11366810,0.10785553,0.10188596,0.09906890,0.10101704,0.10674144,0.11300042,0.11587547,0.11285833,0.10437647
0.12727088,0.15219774,0.16186081,0.15449792,0.13603355,0.11695951,0.10736301,0.11258813,0.13146030,0.15755692,0.18251410,0.19958286,0.20586311,0.20256183,0.19363865,0.18379616,0.17676494,0.17441136,0.17670138,0.18224660,0.18909260,0.19547727,0.20036399,0.20360494,0.20566798,0.20701860,0.20744772,0.20574682,0.20002712,0.18865375,0.17137802,0.15004340,0.12838064,0.11085961,0.10108582,0.10051042,0.10807880,0.12094490,0.13581285,0.15016821,0.16279903,0.17348671,0.18226265,0.18885682,0.19277009,0.19391529,0.19331332,0.19320781,0.19627474,0.20417965,0.21622614,0.22893163,0.23696943,0.23522160,0.22106811,0.19583728,0.16468717,0.13490906,0.11337735,0.10424293,0.10780517,0.12090333,0.13846413,0.15538411,0.16792052,0.17416406,0.17371235,0.16703937,0.15507223,0.13918005,0.12138103,0.10436048,0.09101126,0.08357875,0.08285725,0.08797061,0.09697606,0.10800868,0.12026865,0.13415057,0.15029576,0.16807027,0.18448984,0.19454798,0.19319489,0.17820260,0.15242112,0.12397083,0.10381994,0.10154558,0.12115160,0.15898141,0.20485346,0.24599272,0.27194804,0.27822350,0.26706370,0.24532385,0.22080085,0.19902570
0.13972092,0.14153686,0.14031723,0.13439750,0.12525404,0.11657426,0.11158684,0.11065231,0.11100433,0.10905467,0.10380281,0.09891358,0.10167759,0.11901715,0.15271831,0.19683244,0.23913367,0.26622484,0.26972636,0.25027030,0.21719107,0.18415429,0.16310439,0.15961957,0.17172338,0.19215432,0.21231455,0.22560570,0.22874119,0.22115912,0.20378614,0.17844724,0.14829784,0.11854046,0.09622908,0.08850862,0.09980276,0.12942043,0.17109386,0.21499533,0.25138427,0.27408698,0.28210662,0.27874369,0.26900570,0.25694902,0.24443288,0.23173258,0.21924353,0.20887328,0.20402830,0.20810879,0.22245728,0.24510721,0.27120988,0.29499951,0.31223056,0.32175389,0.32542841,0.32654226,0.32774236,0.32966655,0.33096579,0.32954060,0.32412681,0.31523837,0.30493690,0.29563219,0.28867521,0.28358110,0.27831397,0.27045322,0.25860409,0.24334292,0.22728784,0.21434232,0.20851033,0.21277321,0.22837142,0.25459467,0.28900575,0.32796932,0.36737937,0.40348500,0.43365237,0.45681640,0.47337366,0.48443383,0.49065538,0.49119461,0.48339782,0.46363452,0.42915056,0.38023853,0.32168682,0.26260689,0.21435784,0.18714351,0.18655283,0.21148915
0.19836075,0.21689364,0.22667065,0.23665077,0.25537389,0.28437598,0.31538821,0.33341063,0.32438697,0.28338432,0.21860708,0.14869281,0.09441205,0.06903938,0.07247137,0.09216518,0.11029425,0.11322623,0.09832008,0.07464930,0.05760590,0.06053946,0.08792789,0.13345921,0.18359550,0.22431714,0.24733857,0.25275456,0.24726032,0.23947660,0.23521929,0.23520850,0.23608317,0.23368175,0.22641612,0.21673186,0.20989976,0.21095099,0.22158613,0.23884990,0.25635410,0.26743287,0.26857495,0.26132500,0.25163584,0.24696461,0.25256480,0.26884554,0.29113750,0.31199040,0.32484099,0.32718906,0.32166316,0.31443458,0.31179931,0.31669626,0.32696900,0.33628465,0.33726010,0.32522366,0.30073891,0.26967797,0.24088357,0.22263353,0.21961533,0.23171887,0.25493629,0.28360278,0.31268099,0.33900887,0.36119066,0.37862530,0.39056645,0.39591288,0.39382165,0.38463242,0.37036538,0.35432600,0.33992593,0.32934415,0.32279184,0.31883095,0.31561632,0.31241548,0.31058659,0.31344397,0.32497060,0.34787992,0.38183782,0.42261381,0.46258179,0.49249103,0.50396720,0.49193522,0.45616330,0.40140995,0.33612665,0.27017421,0.21236061,0.16865097
0.13230278,0.16411687,0.20153997,0.23424586,0.25649021,0.26817170,0.27343433,0.27805504,0.28697218,0.30274174,0.32502201,0.35082845,0.37532593,0.39306778,0.39955816,0.39276136,0.37394615,0.34734090,0.31857445,0.29254564,0.27176636,0.25603970,0.24361261,0.23309180,0.22495770,0.22174667,0.22676343,0.24205542,0.26681270,0.29711114,0.32716756,0.35147505,0.36677825,0.37301026,0.37288764,0.37049323,0.36955012,0.37208863,0.37793002,0.38505313,0.39062319,0.39229541,0.38934060,0.38317033,0.37699503,0.37464961,0.37899818,0.39060574,0.40734058,0.42517471,0.43983406,0.44845054,0.45031407,0.44630888,0.43740699,0.42321488,0.40161324,0.36990839,0.32696138,0.27505396,0.22025771,0.17084505,0.13439371,0.11502726,0.11221047,0.12166756,0.13780998,0.15625227,0.17504526,0.19412030,0.21357291,0.23210905,0.24680617,0.25442616,0.25345180,0.24548738,0.23501263,0.22749090,0.22686755,0.23389672,0.24624329,0.26022779,0.27308750,0.28434117,0.29544053,0.30799437,0.32176724,0.33381284,0.33940470,0.33430729,0.31708242,0.29007037,0.25845529,0.22794766,0.20241238,0.18276735,0.16769153,0.15559802,0.14659541,0.14319691
0.11870743,0.07391003,0.04135499,0.03019562,0.04105762,0.06640384,0.09476679,0.11643719,0.12759098,0.13091374,0.13281793,0.13913326,0.15172202,0.16765522,0.18101129,0.18599499,0.17962490,0.16277972,0.13944037,0.11485398,0.09364775,0.07863864,0.07054278,0.06836031,0.07007667,0.07341395,0.07649868,0.07835595,0.07911126,0.07979320,0.08175871,0.08596269,0.09242152,0.10015318,0.10762268,0.11343097,0.11685222,0.11794073,0.11721976,0.11522838,0.11226006,0.10844498,0.10404489,0.09965611,0.09608322,0.09390835,0.09304814,0.09265941,0.09155697,0.08896272,0.08514486,0.08151564,0.08005063,0.08229709,0.08850377,0.09736072,0.10650802,0.11355203,0.11706444,0.11707587,0.11487507,0.11229950,0.11093771,0.11164573,0.11454789,0.11940410,0.12604635,0.13460050,0.14537844,0.15853604,0.17372422,0.18995688,0.20579923,0.21981480,0.23107848,0.23951876,0.24591062,0.25148046,0.25725869,0.26345618,0.26917837,0.27268257,0.27214757,0.26665218,0.25688873,0.24518631,0.23470577,0.22808021,0.22610498,0.22713423,0.22755370,0.22319087,0.21105096,0.19058675,0.16393055,0.13502651,0.10813040,0.08640887,0.07124414,0.06242649
0.02288915,0.00879805,0.00297405,0.00653380,0.01688744,0.02927997,0.03906952,0.04356003,0.04261016,0.03798463,0.03204807,0.02659863,0.02237290,0.01926465,0.01690915,0.01518941,0.01439730,0.01505517,0.01758391,0.02201793,0.02787107,0.03415999,0.03955966,0.04267977,0.04244598,0.03850849,0.03151880,0.02309850,0.01542894,0.01058229,0.00987979,0.01357911,0.02102729,0.03115815,0.04302347,0.05605151,0.06992283,0.08421332,0.09810394,0.11039905,0.11987309,0.12573465,0.12791431,0.12700169,0.12388923,0.11936349,0.11389412,0.10770754,0.10102006,0.09419829,0.08768999,0.08176685,0.07629336,0.07074881,0.06456237,0.05758601,0.05039429,0.04417157,0.04019288,0.03917028,0.04084518,0.04407960,0.04740934,0.04974986,0.05086002,0.05132120,0.05207870,0.05383765,0.05665930,0.05994772,0.06276590,0.06424052,0.06381306,0.06125103,0.05652321,0.04972745,0.04118392,0.03163384,0.02234707,0.01495181,0.01096179,0.01118746,0.01533525,0.02203409,0.02931305,0.03531432,0.03890669,0.03993282,0.03903087,0.03718628,0.03527146,0.03377602,0.03278037,0.03208888,0.03139949,0.03044298,0.02910581,0.02757240,0.02646241,0.02685045
